step,t,energy,dE,one_minus_norm_sq,m_stag,max_chi,max_trunc,total_trunc
19,0.9500000000000001,-17.37907120542452,-6.625811010962934e-12,-2.660094367001875e-13,-0.313809399147378,128,6.661338147749336e-16,1.3322676295498609e-15
20,1.0,-17.37907120542457,-6.675549002466141e-12,-2.6334490144108713e-13,-0.3142055143263221,128,4.4408920984994734e-16,3.5527136787995582e-15
21,1.05,-17.37907120542498,-7.087663789206999e-12,-2.786659791809143e-13,-0.31340919398511563,128,8.881784196998809e-16,3.330669073874567e-15
22,1.1,-17.379071205425152,-7.258194045789423e-12,-2.779998453661392e-13,-0.31151728541525087,128,6.661338147749113e-16,3.3306690738745534e-15
23,1.1500000000000001,-17.379071205425422,-7.528200285378261e-12,-2.799982468104645e-13,-0.3086498561589242,128,1.1102230246248455e-15,8.437694987148801e-15
24,1.2000000000000002,-17.379071205425607,-7.712941396675888e-12,-2.786659791809143e-13,-0.30494364770452986,128,1.5543122344747837e-15,1.2434497875798292e-14
25,1.25,-17.379071205425753,-7.858602657506708e-12,-2.644551244657123e-13,-0.3005453169160992,128,1.5543122344748078e-15,1.465494392504816e-14
26,1.3,-17.379071205426083,-8.189005029635155e-12,-2.631228568361621e-13,-0.29560480981693676,128,1.998401444324762e-15,2.1538326677722313e-14
27,1.35,-17.379071205426232,-8.338219004144776e-12,-2.5135449277513544e-13,-0.2902691886888486,128,3.1086244689496487e-15,2.7977620220546804e-14
28,1.4000000000000001,-17.37907120542625,-8.355982572538778e-12,-2.2382096176443156e-13,-0.28467719185703827,128,4.218847493574632e-15,4.3076653355446065e-14
29,1.4500000000000002,-17.37907120542591,-8.01492205937393e-12,-1.674216321134736e-13,-0.27895474897290584,128,6.217248937899684e-15,6.350475700854646e-14
30,1.5,-17.379071205425173,-7.279510327862226e-12,-7.926992395823618e-14,-0.2732116071603444,128,7.99360577730027e-15,8.881784197000109e-14
31,1.55,-17.379071205424385,-6.490807891168515e-12,2.0539125955565396e-14,-0.2675391500067223,128,1.1435297153639024e-14,1.2190248810383835e-13
32,1.6,-17.379071205422807,-4.913403017781093e-12,1.907363156306019e-13,-0.2620094169444169,128,1.787459069646738e-14,1.7452705947109193e-13
33,1.6500000000000001,-17.37907120542042,-2.525979425627156e-12,4.3998138465894954e-13,-0.25667526000170354,128,2.597921877623784e-14,2.5535129566386295e-13
34,1.7000000000000002,-17.37907120541699,9.023892744153272e-13,7.885914143912487e-13,-0.25157151271433026,128,3.441691376340314e-14,3.548272786704145e-13
35,1.75,-17.379071205412234,5.659472890329198e-12,1.261879489788953e-12,-0.2467169957799327,128,4.840572387371238e-14,4.898303984651095e-13
36,1.8,-17.37907120540585,1.2043699371133698e-11,1.911915070706982e-12,-0.24211714843076068,128,6.239453398404004e-14,6.690203946401678e-13
37,1.85,-17.37907120539653,2.1362467350627412e-11,2.8460567236265888e-12,-0.2377670548794617,128,8.726352973575941e-14,9.4291241481636e-13
38,1.9000000000000001,-17.379071205382964,3.4930280889966525e-11,4.207523218724418e-12,-0.23365463186697907,128,1.3122836151118777e-13,1.3797851750089517e-12
39,1.9500000000000002,-17.37907120536219,5.5702997769913054e-11,6.257883100602157e-12,-0.22976375535865443,128,2.0339285811246656e-13,2.053690550962224e-12
40,2.0,-17.37907120533093,8.696332542967866e-11,9.320988425542964e-12,-0.2260771298423454,128,3.088640454532923e-13,3.0632163472668327e-12
41,2.0500000000000003,-17.379071205285054,1.3283951716402953e-10,1.3757217587340165e-11,-0.222578739724677,128,4.328759573066864e-13,4.446776280581791e-12
42,2.1,-17.379071205220924,1.9696955178005737e-10,1.9879431434333128e-11,-0.21925576572008834,128,5.9174887213581e-13,6.139089237069313e-12
43,2.15,-17.379071205131954,2.859401604382583e-10,2.8286151199097276e-11,-0.2160998963286533,128,8.392175843356442e-13,8.435807608210206e-12
44,2.2,-17.37907120501074,4.071551984452526e-10,3.9601655288379334e-11,-0.21310801197163623,128,1.0329515021485138e-12,1.1331269256612329e-11
45,2.25,-17.379071204850476,5.674181124959432e-10,5.442468697935965e-11,-0.21028226384523674,128,1.2777556791047848e-12,1.4841017304669945e-11
46,2.3000000000000003,-17.37907120463757,7.803251378390996e-10,7.39557304285654e-11,-0.2076296082912847,128,1.6883161536621057e-12,1.954170159148433e-11
47,2.35,-17.379071204351007,1.066887023171148e-9,1.0015410722985507e-10,-0.2051608884089006,128,2.2948309921112197e-12,2.620859085537582e-11
48,2.4000000000000004,-17.379071203959732,1.4581615914721624e-9,1.3600276460579153e-10,-0.20288957635719054,128,3.151590100396545e-12,3.5851321915387965e-11
49,2.45,-17.37907120342648,1.991413256519081e-9,1.85145565545497e-10,-0.20083030177291458,128,4.312661339888323e-12,4.9143245036729265e-11
50,2.5,-17.37907120271535,2.7025421900361835e-9,2.506248542033518e-10,-0.19899729412207867,128,5.8206772748446046e-12,6.549449872742612e-11
51,2.5500000000000003,-17.37907120179897,3.618925603632306e-9,3.346327659414783e-10,-0.19740286045013009,128,7.777112289896868e-12,8.403455711508557e-11
52,2.6,-17.379071200598474,4.819419530122104e-9,4.447281432007344e-10,-0.19605600624744224,128,1.0297762646830785e-11,1.1008993720895297e-10
53,2.6500000000000004,-17.37907119902212,6.395772800260602e-9,5.89352455726555e-10,-0.19496128771791657,128,1.3532175387606916e-11,1.4464751626116274e-10
54,2.7,-17.379071196958343,8.45955128170317e-9,7.791119971400917e-10,-0.19411796055665806,128,1.743860612723748e-11,1.8976276118901417e-10
55,2.75,-17.37907119426569,1.1152202716857573e-8,1.028241269906971e-9,-0.19351946535879264,128,2.17726947789092e-11,2.491354902390085e-10
56,2.8000000000000003,-17.379071190752814,1.4665079817177684e-8,1.3551332278538553e-9,-0.19315326482086162,128,2.7457591790976597e-11,3.26900729094996e-10
57,2.85,-17.379071186203195,1.921469916510432e-8,1.7789821837865816e-9,-0.19300102457674637,128,3.5608627217925084e-11,4.2386227926761195e-10
58,2.9000000000000004,-17.379071180412932,2.500496165680488e-8,2.3145296790261227e-9,-0.19303910910943475,128,4.526590223696107e-11,5.355645937613085e-10
59,2.95,-17.37907117313558,3.2282315487464075e-8,2.9827338376975376e-9,-0.19323934763746206,128,5.769618132934865e-11,6.682290294229279e-10
60,3.0,-17.37907116378059,4.163730338291316e-8,3.841681417426912e-9,-0.19357001273125674,128,7.683764762514271e-11,8.589710083424106e-10
